[7l----total-cpu-usage---- -dsk/total- ------memory-usage----- -net/total- --io/total- ------sockets------ ----tcp-sockets----
usr sys idl wai hiq siq| read  writ| used  buff  cach  free| recv  send| read  writ|tot tcp udp raw frg|lis act syn tim clo
 31   8  59   0   0   1|   0  4096B|5183M  393M 57.0G  564M|1773k 9064k|   0  1.00 |411 207  20   0   0| 20 171   1   2 344
 15   3  81   0   0   1|   0     0 |5182M  393M 57.0G  565M|1623k 8280k|   0     0 |409 206  20   0   0| 20 170   0   2 338
 21   4  73   0   0   1|   0   164k|5177M  393M 57.0G  569M|2087k 9554k|   0  9.00 |424 220  20   0   0| 20 184   1   2 330
 14   4  82   0   0   1|   0    56k|5177M  393M 57.0G  569M|1929k   11M|   0  4.00 |421 218  20   0   0| 20 181   1   2 319
 15   3  81   0   0   1|   0     0 |5177M  393M 57.0G  569M|2061k   10M|   0     0 |423 220  20   0   0| 20 183   0   2 313
 22   5  72   0   0   1|   0  8192B|5177M  393M 57.0G  569M|2182k 9364k|   0  1.00 |428 226  20   0   0| 20 187   0   2 264
 23   3  73   0   0   2|  44k  236k|5177M  393M 57.0G  569M|2425k   11M|3.00  17.0 |439 236  20   0   0| 20 199   0   2 261
 20   4  75   0   0   1|   0     0 |5178M  393M 57.0G  568M|2258k   11M|   0     0 |434 231  20   0   0| 20 201   0   2 256
 16   3  80   0   0   1|   0    56k|5178M  393M 57.0G  568M|1884k 9149k|   0  4.00 |431 231  20   0   0| 20 198   0   2 256
 11   3  86   0   0   0|   0     0 |5179M  393M 57.0G  567M|1652k 8012k|   0     0 |431 228  20   0   0| 20 197   0   2 255
 16   3  80   0   0   1|   0    92k|5179M  393M 57.0G  568M|1891k 7913k|   0  18.0 |440 236  20   0   0| 20 205   1   2 251
 23   4  73   0   0   1|   0   144k|5179M  393M 57.0G  567M|1951k   10M|   0  3.00 |446 243  20   0   0| 20 213   0   3 239
 14   3  83   0   0   1|   0     0 |5179M  393M 57.0G  568M|1953k 8613k|   0     0 |443 240  20   0   0| 20 211   2   3 240
 22   2  75   0   0   1|   0    52k|5179M  393M 57.0G  567M|1861k 7908k|   0  4.00 |448 246  20   0   0| 20 215   0   3 240
 17   3  79   0   0   1|   0  1780k|5179M  393M 57.0G  567M|1879k 7593k|   0   259 |466 261  20   0   0| 20 225   1   2 234
 21   4  73   0   0   2|   0     0 |5176M  393M 57.0G  570M|1951k 9133k|   0     0 |453 249  20   0   0| 20 216   0   2 235
 14   3  81   0   0   1|   0  1088k|5176M  393M 57.0G  570M|2008k 7862k|   0  42.0 |472 268  20   0   0| 20 228   0   3 243
 19   4  76   0   0   1|   0     0 |5176M  393M 57.0G  570M|2076k   10M|   0     0 |472 268  20   0   0| 20 227   2   3 244
 17   3  80   0   0   1|   0    52k|5178M  393M 57.0G  569M|1959k 6932k|   0  5.00 |473 269  20   0   0| 20 228   1   3 244
 26   4  70   0   0   1|   0     0 |5178M  393M 57.0G  568M|1990k 8268k|   0     0 |492 288  20   0   0| 20 243   2   3 238
 20   3  76   0   0   1|   0     0 |5178M  393M 57.0G  568M|1912k 9250k|   0     0 |484 280  20   0   0| 20 242   0   3 238
 17   3  79   0   0   1|   0    92k|5178M  393M 57.0G  568M|1750k 6969k|   0  2.00 |483 279  20   0   0| 20 242   0   3 233
 20   4  74   0   0   2|   0     0 |5179M  393M 57.0G  568M|1839k 7586k|   0     0 |497 293  20   0   0| 20 258   0   3 239
 27   3  69   0   0   1|   0   136k|5178M  393M 57.0G  567M|2015k 9968k|   0  16.0 |503 299  20   0   0| 20 259   0   3 243
 19   3  77   0   0   1|   0   120k|5178M  393M 57.0G  567M|1995k 8269k|   0  16.0 |504 299  20   0   0| 20 258   0   3 250
 17   4  78   0   0   1|   0     0 |5178M  393M 57.0G  567M|1771k 7416k|   0     0 |490 289  20   0   0| 20 241   0   3 263
 14   4  82   0   0   1|   0    88k|5178M  393M 57.0G  568M|1792k 7933k|   0  2.00 |476 274  20   0   0| 20 229   0   3 266
 12   3  85   0   0   0|   0     0 |5178M  393M 57.0G  567M|1851k 6762k|   0     0 |477 272  20   0   0| 20 227   0   3 271
 19   3  77   0   0   1|   0     0 |5181M  393M 57.0G  565M|1835k 7156k|   0     0 |470 267  20   0   0| 20 223   1   3 273
 14   3  83   0   0   1|   0  1224k|5181M  393M 57.0G  565M|1563k 7232k|   0   177 |467 264  20   0   0| 20 224   0   2 265
 15   3  82   0   0   1|   0   308k|5181M  393M 57.0G  564M|1936k 7410k|   0  2.00 |463 259  20   0   0| 20 222   0   2 266
 16   2  81   0   0   1|   0   164k|5181M  393M 57.0G  565M|1568k 7062k|   0  2.00 |456 251  20   0   0| 20 218   0   2 269
 20   4  75   0   0   2|8192B    0 |5182M  393M 57.0G  564M|1682k 6918k|1.00     0 |456 251  20   0   0| 20 218   0   2 269
 14   3  83   0   0   1|8192B    0 |5181M  393M 57.0G  564M|1882k 7246k|2.00     0 |451 246  20   0   0| 20 213   0   2 273
 18   2  79   0   0   1|   0    28k|5182M  393M 57.0G  564M|1926k 6960k|   0  4.00 |451 246  20   0   0| 20 214   0   2 273
 15   3  81   0   0   1|   0  8192B|5182M  393M 57.0G  563M|2129k 7360k|   0  2.00 |451 246  20   0   0| 20 214   0   2 273
 14   2  83   0   0   1|   0   104k|5181M  393M 57.0G  564M|1630k 6302k|   0  2.00 |438 233  20   0   0| 20 200   1   2 289
 17   3  80   0   0   0|   0     0 |5182M  393M 57.0G  563M|1812k 7561k|   0     0 |437 232  20   0   0| 20 201   0   2 287
 14   3  83   0   0   1|4096B    0 |5181M  393M 57.0G  564M|1962k 6928k|1.00     0 |434 229  20   0   0| 20 199   0   2 291
 14   2  83   0   0   1|   0     0 |5182M  393M 57.0G  564M|1847k 7826k|   0     0 |435 231  20   0   0| 20 200   2   2 292
 15   3  82   0   0   1|   0    24k|5181M  393M 57.0G  564M|1939k 7807k|   0  5.00 |437 231  20   0   0| 20 199   0   2 294
 13   2  84   0   0   1|   0    40k|5182M  393M 57.0G  563M|1824k 7078k|   0  2.00 |425 220  20   0   0| 20 189   0   2 303
 14   4  82   0   0   1|8192B  168k|5182M  393M 57.0G  563M|1950k 7238k|2.00  15.0 |435 221  20   0   0| 20 191   0   2 302
 16   4  78   0   0   2|  12k    0 |5181M  393M 57.0G  564M|1958k 8331k|1.00     0 |457 244  20   0   0| 20 213   2   2 305
 26   4  69   0   0   2|   0     0 |5182M  393M 57.0G  564M|2505k   11M|   0     0 |468 254  20   0   0| 20 225   2   1 289
 20   3  75   0   0   1|   0   184k|5182M  393M 57.0G  564M|2040k 9945k|   0  29.0 |461 249  20   0   0| 20 219   1   1 299
 13   3  84   0   0   1|   0     0 |5182M  393M 57.0G  563M|1648k 6284k|   0     0 |454 242  20   0   0| 20 213   1   1 303
 14   3  82   0   0   1|4096B  168k|5183M  393M 57.0G  563M|2002k 7582k|1.00  3.00 |446 235  20   0   0| 20 208   0   1 308
 24   5  71   0   0   1|   0  8192B|5228M  393M 57.0G  517M|2025k 7692k|   0  1.00 |464 245  24   0   0| 20 213   0   1 313
 30   7  62   0   0   1|   0   308k|5222M  393M 57.0G  523M|1737k 6704k|   0  13.0 |453 237  20   0   0| 20 200   0   1 325
 24   5  71   0   0   1|   0     0 |5221M  393M 57.0G  523M|1747k 5833k|   0     0 |448 230  20   0   0| 20 187   0   1 336
 21   6  72   0   0   1|   0    16k|5222M  393M 57.0G  523M|1837k 5869k|   0  4.00 |447 230  20   0   0| 20 184   0   1 334
 23   6  69   0   0   1|   0  1128k|5223M  393M 57.0G  523M|1647k 6937k|   0  41.0 |428 211  20   0   0| 20 163   0   1 357
 33   6  59   0   0   2|   0     0 |5222M  393M 57.0G  522M|2068k 8576k|   0     0 |445 227  20   0   0| 20 182   0   1 357
 27   7  65   0   0   1|   0     0 |5222M  393M 57.0G  523M|1828k 8406k|   0     0 |435 221  20   0   0| 20 182   0   1 354
 23   5  71   0   0   1|   0   736k|5222M  393M 57.0G  522M|1643k 5983k|   0  3.00 |432 217  20   0   0| 20 183   0   1 346
 29   5  65   0   0   1|   0    60k|5224M  393M 57.0G  522M|1584k 7320k|   0  1.00 |430 216  20   0   0| 20 186   0   1 336
 23   6  71   0   0   1|   0   212k|5210M  393M 57.0G  535M|1721k 6749k|   0  3.00 |419 207  20   0   0| 20 181   0   1 334
 20   6  73   0   0   1|   0    72k|5210M  393M 57.0G  534M|1773k 6566k|   0  4.00 |417 205  20   0   0| 20 175   0   1 336
 27   6  66   0   0   1|   0   668k|5184M  393M 57.0G  561M|2112k 8476k|   0  11.0 |407 196  20   0   0| 20 161   1   1 315
 15   3  81   0   0   1|   0     0 |5180M  393M 57.0G  565M|1912k 7842k|   0     0 |402 194  20   0   0| 20 160   2   1 309
 14   3  82   0   0   1|   0     0 |5179M  393M 57.0G  566M|2129k 8068k|   0     0 |405 196  20   0   0| 20 163   1   1 307
 14   3  81   0   0   1|   0     0 |5179M  393M 57.0G  567M|1802k 6796k|   0     0 |403 194  20   0   0| 20 161   1   1 310
 24   4  71   0   0   1|4096B  336k|5180M  393M 57.0G  563M|2343k 7972k|1.00  16.0 |408 199  20   0   0| 20 166   2   1 298
 16   2  76   5   0   1|   0    90M|5179M  393M 57.0G  564M|2008k 7730k|   0  1623 |403 194  20   0   0| 20 165   1   1 299
 13   3  84   0   0   1|   0     0 |5180M  393M 57.0G  563M|1582k 7205k|   0     0 |405 196  20   0   0| 20 169   2   1 300
 17   4  79   0   0   1|   0     0 |5182M  393M 57.0G  560M|1941k 7705k|   0     0 |417 208  20   0   0| 20 179   2   1 289
 15   3  81   0   0   1|   0     0 |5185M  393M 57.0G  558M|1969k 7619k|   0     0 |423 214  20   0   0| 20 185   7   1 288
 18   3  78   0   0   1|   0     0 |5185M  393M 57.0G  558M|2132k 9519k|   0     0 |441 232  20   0   0| 20 204   1   1 285
 17   3  79   0   0   1|   0   180k|5185M  393M 57.0G  558M|2364k   10M|   0  6.00 |443 234  20   0   0| 20 205   1   1 281
 16   3  80   0   0   1|   0  8192B|5186M  393M 57.0G  557M|2521k   10M|   0  1.00 |450 240  20   0   0| 20 214   1   1 280
 32   5  61   0   0   1|4096B    0 |5185M  393M 57.0G  560M|2552k   13M|1.00     0 |618 343  20   0   0| 20 321  16   2 281
 23   4  71   0   0   2|  12k  484k|5185M  393M 57.0G  560M|2442k   15M|1.00  15.0 |579 371  20   0   0| 20 337   4   2 267
 28   4  66   0   0   2|   0   208k|5188M  393M 57.0G  557M|2599k   15M|   0  13.0 |584 376  20   0   0| 20 337   2   2 273
 24   2  72   0   0   1|   0   352k|5188M  393M 57.0G  557M|1528k   15M|   0  71.0 |573 366  20   0   0| 20 329   1   2 187
 26   3  69   0   0   1|   0   104k|5184M  393M 57.0G  561M|1866k   12M|   0  22.0 |573 363  20   0   0| 20 328   1   2 193
 21   4  73   0   0   1|   0     0 |5191M  393M 57.0G  554M|2419k   11M|   0     0 |574 365  20   0   0| 20 309   1   2 207
 20   4  74   0   0   1|   0     0 |5180M  393M 57.0G  565M|1870k 9740k|   0     0 |564 355  20   0   0| 20 289   1   2 218
 13   3  83   0   0   1|   0     0 |5180M  393M 57.0G  565M|1823k 9908k|   0     0 |566 356  20   0   0| 20 289   1   2 220
 14   3  83   0   0   1|   0   204k|5182M  393M 57.0G  563M|1396k 8194k|   0  7.00 |565 355  20   0   0| 20 288   1   2 216
 15   3  81   0   0   1|   0    28k|5179M  393M 57.0G  564M|1928k 8560k|   0  4.00 |566 357  20   0   0| 20 289   3   2 211
 17   2  80   0   0   1|   0     0 |5180M  393M 57.0G  563M|2043k 8703k|   0     0 |559 349  20   0   0| 20 278   1   2 218
 13   3  83   0   0   1|   0  1136k|5180M  393M 57.0G  563M|1952k 8050k|   0  42.0 |541 331  20   0   0| 20 278   1   2 206
 17   3  79   0   0   1|2224k    0 |5183M  393M 57.0G  560M|2123k 9358k|18.0     0 |518 310  20   0   0| 20 268   2   2 213
 16   3  80   0   0   1|   0    24k|5183M  393M 57.0G  560M|2193k 9423k|   0  5.00 |506 298  20   0   0| 20 264   6   2 216
 15   3  82   0   0   1|   0     0 |5183M  393M 57.0G  559M|2148k 9461k|   0     0 |509 299  20   0   0| 20 263   1   2 219
 16   3  80   0   0   1|   0    16k|5183M  393M 57.0G  560M|2102k 9126k|   0  4.00 |510 300  20   0   0| 20 265   3   2 219
 14   3  82   0   0   1|   0    96k|5183M  393M 57.0G  559M|1968k 7690k|   0  2.00 |513 302  20   0   0| 20 272   1   2 217
 17   3  79   0   0   1|   0     0 |5184M  393M 57.0G  559M|1702k 7568k|   0     0 |516 303  20   0   0| 20 275   0   2 214
 20   4  75   0   0   1|4096B   92k|5185M  393M 57.0G  558M|2001k 8257k|1.00  1.00 |516 303  20   0   0| 20 275   1   2 203
 20   4  76   0   0   1|   0  4096B|5182M  393M 57.0G  561M|1678k 7961k|   0  1.00 |513 301  20   0   0| 20 275   0   2 199
 16   4  79   0   0   1|   0     0 |5180M  393M 57.0G  563M|1870k 7061k|   0     0 |510 297  20   0   0| 20 276   1   2 197
 10   2  86   0   0   1|   0     0 |5180M  393M 57.0G  563M|1742k 6420k|   0     0 |507 295  20   0   0| 20 273   0   2 199
 15   3  81   0   0   1|   0   144k|5183M  393M 57.0G  560M|1630k 6511k|   0  6.00 |509 297  20   0   0| 20 274   1   2 202
 23   3  72   0   0   1|   0   108k|5183M  393M 57.0G  560M|1995k   11M|   0  18.0 |519 306  20   0   0| 20 285   4   2 203
 20   4  75   0   0   1|   0  4096B|5179M  393M 57.0G  564M|2033k   11M|   0  1.00 |531 317  20   0   0| 20 293   0   2 199
 11   3  85   0   0   1|   0     0 |5179M  393M 57.0G  564M|1797k   10M|   0     0 |526 313  20   0   0| 20 288   1   2 200
 11   2  86   0   0   1| 240k    0 |5179M  393M 57.0G  563M|1743k 7317k|6.00     0 |535 322  20   0   0| 20 298  11   2 197
 17   3  78   0   0   1|   0   188k|5179M  393M 57.0G  563M|1749k   10M|   0  6.00 |559 346  20   0   0| 20 322   4   2 200
 15   3  81   0   0   1|  12k 1940k|5179M  393M 57.0G  563M|1800k 8790k|1.00   293 |557 344  20   0   0| 20 321   1   2 203
 12   2  86   0   0   0|   0     0 |5181M  393M 57.0G  561M|1335k 6713k|   0     0 |558 346  20   0   0| 20 320   0   2 206
 16   3  81   0   0   1|   0     0 |5183M  393M 57.0G  560M|1892k 8235k|   0     0 |550 340  20   0   0| 20 310   0   2 215
 15   3  82   0   0   1|   0     0 |5183M  393M 57.0G  560M|1307k 5958k|   0     0 |462 252  20   0   0| 20 222   0   2 307
 16   3  80   0   0   1|   0   124k|5183M  393M 57.0G  560M|1733k 5753k|   0  6.00 |451 241  20   0   0| 20 193   0   2 317
 25   4  70   0   0   1|   0    44k|5191M  393M 57.0G  552M|1625k 7050k|   0  11.0 |469 257  20   0   0| 20 209   1   1 307
 25   4  70   0   0   1|   0   240k|5197M  393M 57.0G  545M|1842k 9048k|   0  7.00 |485 263  20   0   0| 20 216   1   1 301
 18   5  76   0   0   1|   0   100k|5196M  393M 57.0G  546M|1562k 5770k|   0  16.0 |476 258  20   0   0| 20 211   0   1 300
 24   3  73   0   0   1|   0     0 |5197M  393M 57.0G  545M|1565k 5587k|   0     0 |490 270  20   0   0| 20 222   1   1 300
 19   3  77   0   0   1|   0     0 |5185M  393M 57.0G  557M|2048k 7051k|   0     0 |483 264  21   0   0| 20 218   2   1 296
 20   2  77   0   0   1|   0   360k|5181M  393M 57.0G  561M|1604k 6179k|   0  14.0 |468 250  20   0   0| 20 215   1   1 299
 13   3  84   0   0   1|   0    48k|5181M  393M 57.0G  562M|1541k 5137k|   0  11.0 |461 243  20   0   0| 20 208   2   2 306
 16   2  82   0   0   1|   0     0 |5181M  393M 57.0G  562M|1260k 5014k|   0     0 |465 247  20   0   0| 20 215   1   2 306
 17   4  78   0   0   1|   0    48k|5180M  393M 57.0G  563M|1618k 6310k|   0  4.00 |464 247  20   0   0| 20 215   1   2 307
 17   3  78   0   0   1|2048k    0 |5180M  393M 57.0G  561M|1888k 8155k|4.00     0 |472 255  20   0   0| 20 225   5   2 304
 21   2  75   0   0   2|   0   132k|5180M  393M 57.0G  560M|1822k 9832k|   0  3.00 |483 270  20   0   0| 20 239   1   2 298
 19   3  77   0   0   1|   0     0 |5181M  393M 57.0G  559M|1835k 7314k|   0     0 |480 267  20   0   0| 20 240   1   2 295
 14   3  82   0   0   1|   0    60k|5181M  393M 57.0G  560M|1594k 6520k|   0  1.00 |478 264  20   0   0| 20 242   2   2 297
 15   3  81   0   0   1|   0    48k|5181M  393M 57.0G  559M|1878k 7875k|   0  4.00 |468 255  20   0   0| 20 235   1   2 296
 14   2  84   0   0   1|   0     0 |5181M  393M 57.0G  559M|1526k 6336k|   0     0 |467 255  20   0   0| 20 230   1   2 300
 17   3  79   0   0   1|   0   252k|5181M  393M 57.0G  559M|1835k 9376k|   0  9.00 |477 264  20   0   0| 20 233   1   2 307
 12   2  85   0   0   1|   0     0 |5181M  393M 57.0G  559M|1752k   13M|   0     0 |470 257  20   0   0| 20 225   2   1 306
 17   2  81   0   0   1|   0     0 |5181M  393M 57.0G  559M|1961k   11M|   0     0 |468 256  20   0   0| 20 222   1   1 307
 12   2  85   0   0   1| 512k  124k|5182M  393M 57.0G  558M|1512k 7417k|43.0  9.00 |468 255  20   0   0| 20 220   1   1 309
 12   2  85   0   0   1|   0    44k|5182M  393M 57.0G  558M|1362k 6111k|   0  4.00 |465 253  20   0   0| 20 218   1   1 311
 16   3  80   0   0   1|   0  3040k|5184M  393M 57.0G  555M|1647k 9123k|   0   396 |457 243  20   0   0| 20 210   1   1 321
 18   3  79   0   0   1|   0     0 |5182M  393M 57.0G  558M|1877k 9049k|   0     0 |446 233  20   0   0| 20 207   1   1 323
 16   3  81   0   0   0|   0     0 |5184M  393M 57.0G  556M|1786k 8693k|   0     0 |443 231  20   0   0| 20 205   2   1 325
 13   2  84   0   0   1|   0   176k|5182M  393M 57.0G  558M|1739k 7866k|   0  3.00 |438 225  20   0   0| 20 203   2   1 325
 16   3  80   0   0   1|   0    16k|5182M  393M 57.0G  558M|1864k 7868k|   0  4.00 |420 208  20   0   0| 20 186   3   1 342
 22   4  74   0   0   1|   0     0 |5183M  393M 57.0G  557M|2489k 9116k|   0     0 |427 212  20   0   0| 20 191   6   1 342
 23   4  73   0   0   1|   0     0 |5182M  393M 57.0G  558M|2278k 8481k|   0     0 |424 212  20   0   0| 20 190   1   1 344
 27   4  68   0   0   2|   0   132k|5194M  393M 57.0G  546M|2431k   11M|   0  11.0 |520 308  20   0   0| 20 288  13   2 235
 26   4  69   0   0   1|4096B   52k|5180M  393M 57.0G  560M|2228k   11M|1.00  3.00 |542 329  20   0   0| 20 311   6   2 226
 24   3  72   0   0   1|   0    56k|5180M  393M 57.0G  560M|2320k   12M|   0  5.00 |548 335  20   0   0| 20 314   1   2 224
 27   4  67   0   0   1|   0   164k|5180M  393M 57.0G  559M|2313k   12M|   0  9.00 |539 327  20   0   0| 20 303   1   2 234
 24   3  71   0   0   1|   0     0 |5181M  393M 57.0G  559M|2293k   12M|   0     0 |537 323  20   0   0| 20 300   2   2 217
 18   3  78   0   0   1|   0     0 |5181M  393M 57.0G  559M|2306k 7888k|   0     0 |535 322  20   0   0| 20 287   1   2 228
 15   3  81   0   0   1|   0     0 |5184M  393M 57.0G  556M|1709k 6566k|   0     0 |539 325  20   0   0| 20 270   1   2 244
 13   3  84   0   0   1|   0     0 |5177M  393M 57.0G  562M|1769k 6588k|   0     0 |541 328  20   0   0| 20 275   2   2 238
 13   3  84   0   0   1|   0     0 |5178M  393M 57.0G  562M|1663k 5895k|   0     0 |539 326  20   0   0| 20 272   1   2 238
 26   3  70   0   0   1|   0   664k|5178M  393M 57.0G  561M|1682k 6019k|   0  25.0 |551 341  20   0   0| 20 280   6   2 241
 19   4  76   0   0   1|   0     0 |5178M  393M 57.0G  561M|1849k 8036k|   0     0 |554 341  20   0   0| 20 283   1   2 249
 24   4  71   0   0   1|4096B  152k|5180M  393M 57.0G  559M|1507k 5503k|1.00  10.0 |532 322  20   0   0| 20 280   1   2 246
 16   3  80   0   0   1|4096B  288k|5180M  393M 57.0G  559M|1720k 6607k|1.00  31.0 |524 315  20   0   0| 20 282   2   2 256
 15   3  82   0   0   1|   0   116k|5179M  393M 57.0G  560M|1716k 7739k|   0  16.0 |506 296  20   0   0| 20 271   2   2 269
 13   2  84   0   0   1|   0    92k|5179M  393M 57.0G  560M|1874k 7471k|   0  21.0 |501 292  20   0   0| 20 269   4   2 263
 18   3  78   0   0   1|   0     0 |5181M  393M 57.0G  559M|2268k 7800k|   0     0 |512 301  20   0   0| 20 274   2   2 270
 14   3  83   0   0   1|   0     0 |5182M  393M 57.0G  558M|1832k 6025k|   0     0 |509 302  20   0   0| 20 272   2   2 269
 22   4  74   0   0   1|   0  4096B|5178M  393M 57.0G  562M|1682k 5745k|   0  1.00 |507 299  20   0   0| 20 270   1   2 266
 18   4  77   0   0   1|   0   188k|5183M  393M 57.0G  557M|1966k 7689k|   0  7.00 |503 294  20   0   0| 20 264   2   2 272
 20   4  75   0   0   1|   0   776k|5179M  393M 57.0G  560M|1721k 6769k|   0  23.0 |502 294  20   0   0| 20 263   1   2 259
 14   3  82   0   0   1|   0     0 |5180M  393M 57.0G  560M|1993k 6230k|   0     0 |499 290  20   0   0| 20 256   1   2 267
 10   3  87   0   0   0|   0     0 |5180M  393M 57.0G  559M|1639k 5250k|   0     0 |495 286  20   0   0| 20 255   1   2 267
 26   5  67   0   0   2|   0     0 |5180M  393M 57.0G  560M|1834k 7920k|   0     0 |523 313  20   0   0| 20 280   1   2 269
 21   3  74   0   0   1|   0   124k|5190M  393M 57.0G  550M|1919k 8984k|   0  20.0 |524 315  20   0   0| 20 286   1   2 265
 10   2  88   0   0   0|   0   100k|5177M  393M 57.0G  563M|1509k 5499k|   0  2.00 |516 308  20   0   0| 20 280   1   2 260
 16   3  80   0   0   1|   0     0 |5177M  393M 57.0G  563M|1983k 7082k|   0     0 |518 310  20   0   0| 20 282   1   2 261
 22   4  73   0   0   2|   0    48k|5176M  393M 57.0G  564M|1941k   12M|   0  4.00 |559 349  20   0   0| 20 326  10   2 256
 29   4  65   0   0   2|   0     0 |5177M  393M 57.0G  563M|2091k   16M|   0     0 |587 379  20   0   0| 20 353   1   2 230
 23   4  71   0   0   2|   0  1776k|5176M  393M 57.0G  563M|2268k   15M|   0   247 |591 383  20   0   0| 20 356   3   2 231
 30   4  64   0   0   2|   0   140k|5177M  393M 57.0G  563M|1898k   13M|   0  2.00 |603 395  20   0   0| 20 369   1   2 228
 28   3  67   0   0   2|8192B  288k|5177M  393M 57.0G  562M|1939k   11M|2.00  14.0 |540 340  20   0   0| 20 306   1   2 296
 30   5  64   0   0   2|4096B   48k|5178M  393M 57.0G  561M|2070k   11M|1.00  4.00 |512 306  20   0   0| 20 278   2   2 321
 18   3  78   0   0   1|4096B 1256k|5177M  393M 57.0G  563M|1989k 7851k|1.00  46.0 |512 304  20   0   0| 20 276   1   2 319
 18   3  78   0   0   1|   0   188k|5179M  393M 57.0G  561M|1556k 5876k|   0  38.0 |514 306  20   0   0| 20 280   1   2 309
 15   3  81   0   0   1|   0     0 |5179M  393M 57.0G  561M|1801k 7265k|   0     0 |500 291  20   0   0| 20 260   1   2 304
 15   3  82   0   0   1|   0  4096B|5178M  393M 57.0G  561M|1318k 5366k|   0  1.00 |496 287  20   0   0| 20 255   1   2 309
 12   3  84   0   0   1|   0     0 |5178M  393M 57.0G  561M|1425k 5673k|   0     0 |492 283  20   0   0| 20 251   1   2 312
 15   3  82   0   0   0|   0   104k|5178M  393M 57.0G  562M|1515k 6176k|   0  6.00 |494 286  20   0   0| 20 252   1   2 315
 17   2  80   0   0   1|   0     0 |5184M  393M 57.0G  555M|1521k 6037k|   0     0 |494 284  20   0   0| 20 254   1   2 309
 16   3  81   0   0   1|   0   324k|5177M  393M 57.0G  562M|1510k 5781k|   0  12.0 |497 284  20   0   0| 20 255   2   2 308
 17   3  79   0   0   1|   0  4096B|5176M  393M 57.0G  563M|1758k 6891k|   0  1.00 |488 276  20   0   0| 20 252   1   2 318
 16   3  81   0   0   1|   0     0 |5177M  393M 57.0G  563M|1969k 6528k|   0     0 |485 272  20   0   0| 20 250   1   2 316
 14   3  83   0   0   1|   0    20k|5177M  393M 57.0G  563M|1545k 6195k|   0  4.00 |480 268  20   0   0| 20 244   3   2 314
 11   3  85   0   0   1|   0     0 |5177M  393M 57.0G  563M|1451k 5783k|   0     0 |479 266  20   0   0| 20 243   3   2 300
 14   3  82   0   0   1|   0   176k|5179M  393M 57.0G  560M|1676k 6003k|   0  3.00 |485 274  20   0   0| 20 252   1   2 295
 21   6  72   0   0   2|   0   260k|5178M  393M 57.0G  562M|1532k 5981k|   0  7.00 |478 270  20   0   0| 20 247   1   2 298
 18   4  78   0   0   1|   0     0 |5178M  393M 57.0G  543M|1536k 6409k|   0     0 |483 272  20   0   0| 20 250   2   2 304
 29   6  63   0   0   2|   0    64k|5176M  393M 57.0G  563M|1908k 9106k|   0  4.00 |493 284  20   0   0| 20 263   4   2 305
 17   3  79   0   0   1|   0     0 |5177M  393M 57.0G  562M|1835k 7880k|   0     0 |497 288  20   0   0| 20 267   3   2 301
 14   3  82   0   0   1|   0     0 |5177M  393M 57.0G  563M|1676k 5815k|   0     0 |495 287  20   0   0| 20 266   2   2 288
 17   3  80   0   0   1|   0   164k|5178M  393M 57.0G  562M|1529k 6142k|   0  16.0 |506 296  20   0   0| 20 276   6   2 289
 21   4  74   0   0   1|   0     0 |5177M  393M 57.0G  562M|1780k 8445k|   0     0 |515 305  20   0   0| 20 283   4   2 284
 15   3  81   0   0   1|   0   156k|5178M  393M 57.0G  561M|1691k 5621k|   0  12.0 |490 283  20   0   0| 20 254   5   2 304
 16   2  81   0   0   1|   0   104k|5179M  393M 57.0G  561M|1915k 6013k|   0  16.0 |489 281  20   0   0| 20 249   3   2 309
 19   3  77   0   0   0|   0     0 |5178M  393M 57.0G  561M|1699k 6553k|   0     0 |482 274  20   0   0| 20 240   3   2 312
 10   3  86   0   0   1|   0     0 |5177M  393M 57.0G  562M|1552k 5738k|   0     0 |483 274  20   0   0| 20 242   3   2 313
 19   3  77   0   0   1|   0     0 |5178M  393M 57.0G  561M|1976k 6896k|   0     0 |463 256  20   0   0| 20 216   4   2 342
 11   3  85   0   0   1|   0   124k|5178M  393M 57.0G  562M|1764k 6197k|   0  6.00 |449 239  20   0   0| 20 202   4   2 360
 18   3  77   0   0   2|   0    28k|5178M  393M 57.0G  562M|1713k 6627k|   0  7.00 |436 226  22   0   0| 20 191   4   2 373
 20   3  76   0   0   1|   0     0 |5179M  393M 57.0G  561M|2223k 7660k|   0     0 |431 222  20   0   0| 20 188   5   2 381
 14   2  83   0   0   1|   0     0 |5179M  393M 57.0G  561M|1660k 5843k|   0     0 |418 210  20   0   0| 20 182   3   2 346
 11   2  87   0   0   1|   0     0 |5178M  393M 57.0G  561M|1274k 5431k|   0     0 |418 210  20   0   0| 20 182   3   2 304
 15   3  82   0   0   1|   0    96k|5179M  393M 57.0G  561M|1590k 7018k|   0  2.00 |415 207  20   0   0| 20 183   3   2 295
 13   2  84   0   0   1|   0  2536k|5179M  393M 57.0G  560M|1487k 5784k|   0   384 |409 202  20   0   0| 20 176   3   2 303
 14   3  83   0   0   1|   0    16k|5179M  393M 57.0G  560M|1894k 6368k|   0  4.00 |406 198  20   0   0| 20 168   3   2 281
 13   2  84   0   0   1|   0     0 |5180M  393M 57.0G  560M|1747k 6028k|   0     0 |403 195  20   0   0| 20 167   3   2 272
